Trigram,Occurrences
that sort that,1
sort that was,1
that was killed,1
was killed by,2
killed by any,1
by any man,2
any man such,1
man such is,1
such is his,1
is his fierceness,1
his fierceness and,1
fierceness and swiftness,1
and swiftness richard,1
swiftness richard straffords,1
richard straffords letter,1
straffords letter from,1
letter from the,1
from the bermudas,1
the bermudas phil,1
bermudas phil trans,1
phil trans ad,1
trans ad 1668,1
ad 1668 whales,1
1668 whales in,1
whales in the,8
the sea gods,2
sea gods voice,1
gods voice obey,1
voice obey n,1
obey n e,1
n e primer,1
e primer we,1
primer we saw,1
we saw also,1
saw also abundance,1
also abundance of,1
abundance of large,1
of large whales,1
large whales there,1
whales there being,1
there being more,1
being more in,1
more in those,2
in those southern,1
those southern seas,1
southern seas as,1
seas as i,1
as i may,1
i may say,2
may say by,1
say by a,1
by a hundred,1
a hundred to,1
hundred to one,1
to one than,1
one than we,1
than we have,1
we have to,1
have to the,1
to the northward,3
the northward of,2
northward of us,1
of us captain,1
us captain cowleys,1
captain cowleys voyage,1
cowleys voyage round,1
voyage round the,2
round the globe,3
the globe ad,1
globe ad 1729,1
ad 1729 and,1
1729 and the,1
and the breath,1
the breath of,1
breath of the,2
whale is frequently,1
is frequently attended,1
frequently attended with,1
attended with such,1
with such an,2
such an insupportable,1
an insupportable smell,1
insupportable smell as,1
smell as to,1
as to bring,4
to bring on,2
bring on a,2
on a disorder,1
a disorder of,1
disorder of the,1
of the brain,2
the brain ulloas,1
brain ulloas south,1
ulloas south america,1
south america to,1
america to fifty,1
to fifty chosen,1
fifty chosen sylphs,1
chosen sylphs of,1
sylphs of special,1
of special note,1
special note we,1
note we trust,1
we trust the,1
trust the important,1
the important charge,1
important charge the,1
charge the petticoat,1
the petticoat oft,1
petticoat oft have,1
oft have we,1
have we known,1
we known that,1
known that sevenfold,1
that sevenfold fence,1
sevenfold fence to,1
fence to fail,1
to fail tho,1
fail tho stuffed,1
tho stuffed with,1
stuffed with hoops,1
with hoops and,1
hoops and armed,1
and armed with,2
armed with ribs,1
with ribs of,1
ribs of whale,1
of whale rape,1
whale rape of,1
rape of the,1
of the lock,1
the lock if,1
lock if we,1
if we compare,1
we compare land,1
compare land animals,1
land animals in,1
animals in respect,1
in respect to,2
respect to magnitude,1
to magnitude with,1
magnitude with those,1
with those that,2
those that take,1
that take up,1
take up their,1
up their abode,1
their abode in,1
abode in the,1
the deep we,1
deep we shall,1
we shall find,1
shall find they,1
find they will,1
they will appear,1
will appear contemptible,1
appear contemptible in,1
contemptible in the,1
in the comparison,1
the comparison the,1
comparison the whale,1
whale is doubtless,1
is doubtless the,1
doubtless the largest,1
the largest animal,1
largest animal in,1
animal in creation,1
in creation goldsmith,1
creation goldsmith nat,1
goldsmith nat hist,1
nat hist if,1
hist if you,1
if you should,1
you should write,1
should write a,1
write a fable,1
a fable for,1
fable for little,1
for little fishes,1
little fishes you,1
fishes you would,1
you would make,1
would make them,1
make them speak,1
them speak like,1
speak like great,1
like great wales,1
great wales goldsmith,1
wales goldsmith to,1
goldsmith to johnson,1
to johnson in,1
johnson in the,1
in the afternoon,3
the afternoon we,1
afternoon we saw,1
we saw what,1
saw what was,1
what was supposed,1
was supposed to,2
supposed to be,10
to be a,15
be a rock,1
a rock but,2
rock but it,1
but it was,16
it was found,2
was found to,1
found to be,1
be a dead,1
a dead whale,5
dead whale which,1
whale which some,1
which some asiatics,1
some asiatics had,1
asiatics had killed,1
had killed and,2
killed and were,1
and were then,1
were then towing,1
then towing ashore,1
towing ashore they,1
ashore they seemed,1
they seemed to,4
seemed to endeavor,1
to endeavor to,1
endeavor to conceal,1
to conceal themselves,1
conceal themselves behind,1
themselves behind the,2
behind the whale,1
the whale in,14
whale in order,1
in order to,25
order to avoid,1
to avoid being,1
avoid being seen,1
being seen by,1
seen by us,1
by us cooks,1
us cooks voyages,1
cooks voyages the,1
voyages the larger,1
the larger whales,1
larger whales they,1
whales they seldom,1
they seldom venture,1
seldom venture to,1
venture to attack,1
to attack they,1
attack they stand,1
they stand in,2
stand in so,1
in so great,1
so great dread,1
great dread of,1
dread of some,1
of some of,4
some of them,10
of them that,2
them that when,1
that when out,1
when out at,1
out at sea,1
at sea they,2
sea they are,1
they are afraid,1
are afraid to,1
afraid to mention,1
to mention even,1
mention even their,1
even their names,1
their names and,1
names and carry,1
and carry dung,1
carry dung limestone,1
dung limestone juniperwood,1
limestone juniperwood and,1
juniperwood and some,1
and some other,2
some other articles,1
other articles of,1
articles of the,1
of the same,12
the same nature,1
same nature in,1
nature in their,1
in their boats,2
their boats in,1
boats in order,1
order to terrify,1
to terrify and,1
terrify and prevent,1
and prevent their,1
prevent their too,1
their too near,1
too near approach,1
near approach uno,1
approach uno von,1
uno von troils,1
von troils letters,1
troils letters on,1
letters on bankss,1
on bankss and,1
bankss and solanders,1
and solanders voyage,1
solanders voyage to,1
voyage to iceland,1
to iceland in,1
iceland in 1772,1
in 1772 the,1
1772 the spermacetti,1
the spermacetti whale,1
spermacetti whale found,1
whale found by,1
found by the,1
by the nantuckois,1
the nantuckois is,1
nantuckois is an,1
is an active,1
an active fierce,1
active fierce animal,1
fierce animal and,1
animal and requires,1
and requires vast,1
requires vast address,1
vast address and,1
address and boldness,1
and boldness in,1
boldness in the,1
in the fishermen,1
the fishermen thomas,1
fishermen thomas jeffersons,1
thomas jeffersons whale,1
jeffersons whale memorial,1
whale memorial to,1
memorial to the,1
to the french,1
the french minister,1
french minister in,1
minister in 1778,1
in 1778 and,1
1778 and pray,1
and pray sir,1
pray sir what,1
sir what in,1
what in the,3
in the world,14
the world is,5
world is equal,1
is equal to,2
equal to it,2
to it edmund,1
it edmund burkes,1
edmund burkes reference,1
burkes reference in,1
reference in parliament,1
in parliament to,1
parliament to the,1
to the nantucket,1
the nantucket whalefishery,1
nantucket whalefishery spaina,1
whalefishery spaina great,1
spaina great whale,1
great whale stranded,1
whale stranded on,1
stranded on the,1
on the shores,1
the shores of,2
shores of europe,1
of europe edmund,1
europe edmund burke,1
edmund burke somewhere,1
burke somewhere a,1
somewhere a tenth,1
a tenth branch,1
tenth branch of,2
branch of the,2
of the kings,1
the kings ordinary,1
kings ordinary revenue,1
ordinary revenue said,1
revenue said to,1
said to be,3
to be grounded,1
be grounded on,1
grounded on the,1
on the consideration,1
the consideration of,2
consideration of his,1
of his guarding,1
his guarding and,1
guarding and protecting,1
and protecting the,1
protecting the seas,1
the seas from,2
seas from pirates,1
from pirates and,1
pirates and robbers,1
and robbers is,1
robbers is the,1
is the right,1
the right to,1
right to royal,1
to royal fish,1
royal fish which,1
fish which are,1
which are whale,1
are whale and,1
whale and sturgeon,1
and sturgeon and,1
sturgeon and these,1
and these when,1
these when either,1
when either thrown,1
either thrown ashore,1
thrown ashore or,1
ashore or caught,1
or caught near,1
caught near the,1
near the coast,1
the coast are,1
coast are the,1
are the property,1
the property of,2
property of the,1
of the king,1
the king blackstone,1
king blackstone soon,1
blackstone soon to,1
soon to the,1
to the sport,1
the sport of,1
sport of death,1
of death the,1
death the crews,1
the crews repair,1
crews repair rodmond,1
repair rodmond unerring,1
rodmond unerring oer,1
unerring oer his,1
oer his head,1
his head suspends,1
head suspends the,1
suspends the barbed,1
the barbed steel,1
barbed steel and,1
steel and every,1
and every turn,1
every turn attends,1
turn attends falconers,1
attends falconers shipwreck,1
falconers shipwreck bright,1
shipwreck bright shone,1
bright shone the,1
shone the roofs,1
the roofs the,1
roofs the domes,1
the domes the,1
domes the spires,1
the spires and,1
spires and rockets,1
and rockets blew,1
rockets blew self,1
blew self driven,1
self driven to,1
driven to hang,1
to hang their,1
hang their momentary,1
their momentary fire,1
momentary fire around,1
fire around the,1
around the vault,1
the vault of,1
vault of heaven,1
of heaven so,1
heaven so fire,1
so fire with,1
fire with water,1
with water to,1
water to compare,1
to compare the,1
compare the ocean,1
the ocean serves,1
ocean serves on,1
serves on high,1
on high upspouted,1
high upspouted by,1
upspouted by a,1
by a whale,11
whale in air,1
in air to,1
air to express,1
to express unwieldy,1
express unwieldy joy,1
unwieldy joy cowper,1
joy cowper on,1
cowper on the,1
on the queens,1
the queens visit,1
queens visit to,1
visit to london,1
to london ten,1
london ten or,1
ten or fifteen,1
or fifteen gallons,1
fifteen gallons of,1
gallons of blood,1
of blood are,1
blood are thrown,1
are thrown out,1
thrown out of,2
out of the,57
of the heart,2
the heart at,1
heart at a,1
at a stroke,1
a stroke with,1
stroke with immense,1
with immense velocity,1
immense velocity john,1
velocity john hunters,1
john hunters account,1
hunters account of,1
account of the,6
of the dissection,1
the dissection of,1
dissection of a,1
a whale a,1
whale a small,1
a small sized,1
small sized one,1
sized one the,1
one the aorta,1
the aorta of,1
aorta of a,1
a whale is,4
whale is larger,1
is larger in,1
larger in the,1
in the bore,1
the bore than,1
bore than the,1
than the main,1
the main pipe,1
main pipe of,1
pipe of the,1
of the waterworks,1
the waterworks at,1
waterworks at london,1
at london bridge,1
london bridge and,1
bridge and the,1
and the water,1
the water roaring,1
water roaring in,1
roaring in its,1
in its passage,1
its passage through,1
passage through that,1
through that pipe,1
that pipe is,1
pipe is inferior,1
is inferior in,1
inferior in impetus,1
in impetus and,1
impetus and velocity,1
and velocity to,1
velocity to the,1
to the blood,2
the blood gushing,1
blood gushing from,1
gushing from the,1
from the whales,4
the whales heart,1
whales heart paleys,1
heart paleys theology,1
paleys theology the,1
theology the whale,1
whale is a,5
is a mammiferous,1
a mammiferous animal,1
mammiferous animal without,1
animal without hind,1
without hind feet,1
hind feet baron,1
feet baron cuvier,1
baron cuvier in,1
cuvier in 40,1
in 40 degrees,1
40 degrees south,1
degrees south we,1
south we saw,1
we saw spermacetti,1
saw spermacetti whales,1
spermacetti whales but,1
whales but did,1
but did not,1
did not take,1
not take any,1
